Bulk mode; xp05-as26.svcs.ord08.cymru.com [2017-02-04 17:27:22 +0000]
13335   | 104.31.6.187     | 104.31.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.28.7.123     | 104.28.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.58.137   | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.59.210   | 173.245.59.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.28.28.34     | 104.28.16.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.28.29.34     | 104.28.16.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.58.134   | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.59.104   | 173.245.59.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.27.138.7     | 104.27.128.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.27.139.7     | 104.27.128.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.24.100.236   | 104.24.96.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.24.8.64      | 104.24.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.27.162.177   | 104.27.160.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.28.10.106    | 104.28.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
NA      | 108.162.203.75   | NA                  | US | arin     | 2011-10-28 | NA
50113   | 185.106.94.241   | 185.106.94.0/24     | RU | ripencc  | 2015-06-26 | SUPERSERVERSDATACENTER , RU
49349   | 185.11.145.14    | 185.11.145.0/24     | NL | ripencc  | 2012-11-29 | DOTSI , PT
262254  | 186.2.161.137    | 186.2.161.0/24      | BZ | lacnic   | 2012-11-21 | DANCOM LTD, BZ
16276   | 188.165.150.116  | 188.165.0.0/16      | FR | ripencc  | 2009-06-05 | OVH , FR
30148   | 192.124.249.10   | 192.124.249.0/24    | US | arin     | 2015-04-01 | SUCURI-SEC - Sucuri, US
34549   | 5.1.74.68        | 5.1.64.0/19         | DE | ripencc  | 2012-04-25 | MEER-AS meerfarbig GmbH & Co. KG, DE
50360   | 79.124.59.114    | 79.124.59.0/24      | BG | ripencc  | 2007-07-31 | TAMATIYA-AS , BG
15169   | 173.194.69.26    | 173.194.69.0/24     | US | arin     | 2009-08-17 | GOOGLE - Google Inc., US
13335   | 173.245.58.197   | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.59.92    | 173.245.59.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
15169   | 209.85.203.26    | 209.85.203.0/24     | US | arin     | 2006-01-13 | GOOGLE - Google Inc., US
15169   | 64.233.190.26    | 64.233.190.0/24     | US | arin     | 2003-08-18 | GOOGLE - Google Inc., US
15169   | 74.125.206.27    | 74.125.206.0/24     | US | arin     | 2007-03-13 | GOOGLE - Google Inc., US
15169   | 74.125.22.26     | 74.125.22.0/24      | US | arin     | 2007-03-13 | GOOGLE - Google Inc., US
49349   | 188.209.52.243   | 188.209.52.0/24     | NL | ripencc  | 2009-05-08 | DOTSI , PT
13335   | 104.28.4.67      | 104.28.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.31.140.6     | 104.16.0.0/12       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
NA      | 108.162.194.103  | NA                  | US | arin     | 2011-10-28 | NA
NA      | 108.162.198.11   | NA                  | US | arin     | 2011-10-28 | NA
NA      | 108.162.198.206  | NA                  | US | arin     | 2011-10-28 | NA
13335   | 141.101.121.119  | 141.101.120.0/22    | EU | ripencc  | 2011-06-23 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 190.93.248.54    | 190.93.240.0/20     | CR | lacnic   | 2012-03-19 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 190.93.250.30    | 190.93.240.0/20     | CR | lacnic   | 2012-03-19 | CLOUDFLARENET - CloudFlare, Inc., US
NA      | 199.27.134.124   | NA                  | US | arin     | 2010-08-19 | NA
NA      | 199.27.134.125   | NA                  | US | arin     | 2010-08-19 | NA
NA      | 199.27.134.133   | NA                  | US | arin     | 2010-08-19 | NA
NA      | 199.27.134.64    | NA                  | US | arin     | 2010-08-19 | NA
13335   | 104.28.5.67      | 104.28.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 162.158.62.136   | 162.158.60.0/22     | US | arin     | 2013-05-23 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.27.164.96    | 104.27.160.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.27.165.96    | 104.27.160.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.58.59    | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.59.79    | 173.245.59.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.28.18.61     | 104.28.16.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.20.20.113    | 104.20.16.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.31.164.2     | 104.16.0.0/12       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
NA      | 108.162.192.136  | NA                  | US | arin     | 2011-10-28 | NA
NA      | 108.162.192.45   | NA                  | US | arin     | 2011-10-28 | NA
NA      | 173.245.60.167   | NA                  | US | arin     | 2010-12-28 | NA
13335   | 190.93.250.13    | 190.93.240.0/20     | CR | lacnic   | 2012-03-19 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 190.93.252.116   | 190.93.240.0/20     | CR | lacnic   | 2012-03-19 | CLOUDFLARENET - CloudFlare, Inc., US
NA      | 199.27.134.131   | NA                  | US | arin     | 2010-08-19 | NA
NA      | 199.27.134.157   | NA                  | US | arin     | 2010-08-19 | NA
13335   | 104.28.19.61     | 104.28.16.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.58.180   | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.59.109   | 173.245.59.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.18.56.17     | 104.18.48.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.18.57.17     | 104.18.48.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
19551   | 149.126.72.173   | 149.126.72.0/24     | IL | ripencc  | 2011-07-28 | INCAPSULA - Incapsula Inc, US
60503   | 185.30.165.39    | 185.30.165.0/24     | DE | ripencc  | 2013-07-11 | FNXTEC , DE
13335   | 190.93.254.149   | 190.93.240.0/20     | CR | lacnic   | 2012-03-19 | CLOUDFLARENET - CloudFlare, Inc., US
40065   | 198.12.15.150    | 198.12.15.0/24      | US | arin     | 2012-10-29 | CNSERVERS - CNSERVERS LLC, US
16125   | 5.199.170.190    | 5.199.168.0/22      | LT | ripencc  | 2012-08-28 | BALTICSERVERS1-AS , LT
29073   | 94.102.51.123    | 94.102.48.0/20      | NL | ripencc  | 2008-08-29 | QUASINETWORKS , NL
13335   | 104.27.140.215   | 104.27.128.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.18.52.140    | 104.18.48.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.27.141.215   | 104.27.128.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
NA      | 154.16.199.118   | NA                  | ZA | afrinic  | 2014-06-20 | NA
13335   | 104.24.27.102    | 104.24.16.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.24.28.102    | 104.24.16.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
16406   | 199.193.205.20   | 199.193.204.0/22    | US | arin     | 2011-09-09 | AS-INTERMEDIA - Intermedia.net, Inc., US
16406   | 64.78.52.22      | 64.78.0.0/18        | US | arin     | 2000-04-25 | AS-INTERMEDIA - Intermedia.net, Inc., US
16406   | 64.78.52.23      | 64.78.0.0/18        | US | arin     | 2000-04-25 | AS-INTERMEDIA - Intermedia.net, Inc., US
16406   | 199.193.200.97   | 199.193.200.0/22    | US | arin     | 2011-09-09 | AS-INTERMEDIA - Intermedia.net, Inc., US
13335   | 104.23.129.77    | 104.23.128.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.23.130.77    | 104.23.128.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
NA      | 127.80.146.52    | NA                  |    | other    |            | NA
13335   | 141.101.121.251  | 141.101.120.0/22    | EU | ripencc  | 2011-06-23 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 141.101.121.252  | 141.101.120.0/22    | EU | ripencc  | 2011-06-23 | CLOUDFLARENET - CloudFlare, Inc., US
16406   | 64.78.52.21      | 64.78.0.0/18        | US | arin     | 2000-04-25 | AS-INTERMEDIA - Intermedia.net, Inc., US
13335   | 104.23.130.78    | 104.23.128.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.23.131.47    | 104.23.128.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 141.101.112.86   | 141.101.112.0/23    | EU | ripencc  | 2011-06-23 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 141.101.121.237  | 141.101.120.0/22    | EU | ripencc  | 2011-06-23 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 190.93.250.7     | 190.93.240.0/20     | CR | lacnic   | 2012-03-19 | CLOUDFLARENET - CloudFlare, Inc., US
NA      | 198.41.184.253   | NA                  | US | arin     | 2012-10-09 | NA
19780   | 162.244.197.199  | 162.244.196.0/22    | US | arin     | 2014-03-19 | AS-INTERMEDIA2 - Intermedia.net, Inc., US
62567   | 162.243.233.121  | 162.243.192.0/18    | US | arin     | 2013-09-06 | DIGITALOCEAN-ASN-NY2 - Digital Ocean, Inc., US
393406  | 45.55.222.213    | 45.55.192.0/18      | US | arin     | 2015-02-05 | DIGITALOCEAN-ASN-NY3 - Digital Ocean, Inc., US
13335   | 104.28.20.49     | 104.28.16.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.28.21.49     | 104.28.16.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
200039  | 89.34.97.3       | 89.34.96.0/22       | GB | ripencc  | 2005-11-29 | HYDRACOM-AS , GB
13335   | 173.245.58.236   | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.59.110   | 173.245.59.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
2914    | 204.141.33.55    | 204.141.0.0/16      | US | arin     |            | NTT-COMMUNICATIONS-2914 - NTT America, Inc., US
2639    | 216.52.72.121    | 216.52.72.0/23      | US | arin     |            | ZOHO-AS - ZOHO, US
13335   | 104.18.56.203    | 104.18.48.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.18.57.203    | 104.18.48.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.58.120   | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.59.223   | 173.245.59.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.18.62.3      | 104.18.48.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.18.63.3      | 104.18.48.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.24.20.65     | 104.24.16.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 162.159.240.200  | 162.159.128.0/17    | US | arin     | 2013-05-23 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.58.136   | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.31.8.161     | 104.31.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.31.9.161     | 104.31.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.18.62.98     | 104.18.48.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
30148   | 192.124.249.15   | 192.124.249.0/24    | US | arin     | 2015-04-01 | SUCURI-SEC - Sucuri, US
13335   | 173.245.58.122   | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.59.121   | 173.245.59.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
NA      | 0.1.0.0          | NA                  |    | other    |            | NA
NA      | 0.1.1.0          | NA                  |    | other    |            | NA
NA      | 0.2.0.0          | NA                  |    | other    |            | NA
NA      | 0.2.1.0          | NA                  |    | other    |            | NA
NA      | 0.3.0.0          | NA                  |    | other    |            | NA
NA      | 0.3.0.1          | NA                  |    | other    |            | NA
NA      | 0.3.1.0          | NA                  |    | other    |            | NA
NA      | 0.3.1.1          | NA                  |    | other    |            | NA
NA      | 0.3.1.2          | NA                  |    | other    |            | NA
13335   | 104.28.14.160    | 104.28.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.28.0.39      | 104.28.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.28.15.160    | 104.28.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.58.129   | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.59.129   | 173.245.59.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.28.22.91     | 104.28.16.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
NA      | 173.245.60.123   | NA                  | US | arin     | 2010-12-28 | NA
13335   | 104.28.23.91     | 104.28.16.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.58.108   | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.59.146   | 173.245.59.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.18.52.124    | 104.18.48.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.18.53.124    | 104.18.48.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.58.250   | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.59.220   | 173.245.59.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.27.160.155   | 104.27.160.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.27.161.155   | 104.27.160.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.58.87    | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.59.197   | 173.245.59.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.27.140.78    | 104.27.128.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.27.141.78    | 104.27.128.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.58.143   | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.27.180.126   | 104.27.176.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.27.181.126   | 104.27.176.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
16276   | 178.32.211.151   | 178.32.0.0/15       | FR | ripencc  | 2010-01-19 | OVH , FR
13335   | 190.93.248.16    | 190.93.240.0/20     | CR | lacnic   | 2012-03-19 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 190.93.252.110   | 190.93.240.0/20     | CR | lacnic   | 2012-03-19 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 198.41.204.129   | 198.41.192.0/19     | US | arin     | 2012-10-09 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.58.142   | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.59.107   | 173.245.59.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.27.142.217   | 104.27.128.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.27.143.217   | 104.27.128.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
NA      | 108.162.194.156  | NA                  | US | arin     | 2011-10-28 | NA
NA      | 108.162.196.215  | NA                  | US | arin     | 2011-10-28 | NA
13335   | 141.101.118.126  | 141.101.112.0/20    | EU | ripencc  | 2011-06-23 | CLOUDFLARENET - CloudFlare, Inc., US
22612   | 192.64.119.254   | 192.64.119.0/24     | US | arin     | 2012-12-17 | NAMECHEAP-NET - Namecheap, Inc., US
18978   | 198.71.92.78     | 198.71.88.0/21      | US | arin     | 2012-08-16 | ENZUINC-US - Enzu Inc, US
12182   | 64.74.223.33     | 64.74.208.0/20      | US | arin     | 2000-04-05 | INTERNAP-2BLK - Internap Network Services Corporation, US
21740   | 98.124.243.33    | 98.124.243.0/24     | US | arin     | 2008-06-17 | ENOMAS1 - eNom, Incorporated, US
13335   | 173.245.58.121   | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.59.145   | 173.245.59.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.31.14.174    | 104.31.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.31.15.174    | 104.31.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.28.2.61      | 104.28.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.31.224.2     | 104.16.0.0/12       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
NA      | 108.162.192.93   | NA                  | US | arin     | 2011-10-28 | NA
13335   | 141.101.118.56   | 141.101.112.0/20    | EU | ripencc  | 2011-06-23 | CLOUDFLARENET - CloudFlare, Inc., US
40065   | 162.252.9.210    | 162.252.9.0/24      | US | arin     | 2014-01-17 | CNSERVERS - CNSERVERS LLC, US
NA      | 173.245.60.31    | NA                  | US | arin     | 2010-12-28 | NA
60503   | 185.30.165.30    | 185.30.165.0/24     | DE | ripencc  | 2013-07-11 | FNXTEC , DE
NA      | 199.27.134.26    | NA                  | US | arin     | 2010-08-19 | NA
NA      | 199.27.134.97    | NA                  | US | arin     | 2010-08-19 | NA
16276   | 5.196.20.50      | 5.196.0.0/16        | FR | ripencc  | 2012-08-23 | OVH , FR
13335   | 104.24.114.237   | 104.24.112.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.28.28.14     | 104.28.16.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
NA      | 108.162.194.108  | NA                  | US | arin     | 2011-10-28 | NA
NA      | 108.162.207.18   | NA                  | US | arin     | 2011-10-28 | NA
13335   | 141.101.116.180  | 141.101.112.0/20    | EU | ripencc  | 2011-06-23 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 141.101.124.127  | 141.101.112.0/20    | EU | ripencc  | 2011-06-23 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 141.101.125.135  | 141.101.112.0/20    | EU | ripencc  | 2011-06-23 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 162.159.248.24   | 162.159.128.0/17    | US | arin     | 2013-05-23 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.24.115.237   | 104.24.112.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.59.134   | 173.245.59.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.27.184.123   | 104.27.176.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.27.185.123   | 104.27.176.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.58.230   | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.59.234   | 173.245.59.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.28.8.7       | 104.28.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.28.9.7       | 104.28.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.58.125   | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.59.101   | 173.245.59.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.27.165.144   | 104.27.160.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.27.164.144   | 104.27.160.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.58.247   | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
NA      | 1.3.3.7          | NA                  | CN | apnic    | 2011-04-12 | NA
13335   | 104.31.5.167     | 104.31.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
6222    | 69.69.69.69      | 69.69.64.0/20       | US | arin     | 2003-08-05 | CENTURYLINK-LEGACY-EMBARQ-CLTN - Embarq Corporation, US
13335   | 104.28.0.22      | 104.28.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.28.2.30      | 104.28.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.28.4.10      | 104.28.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
NA      | 108.162.192.9    | NA                  | US | arin     | 2011-10-28 | NA
NA      | 108.162.194.120  | NA                  | US | arin     | 2011-10-28 | NA
13335   | 141.101.118.162  | 141.101.112.0/20    | EU | ripencc  | 2011-06-23 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 141.101.118.38   | 141.101.112.0/20    | EU | ripencc  | 2011-06-23 | CLOUDFLARENET - CloudFlare, Inc., US
40065   | 162.218.48.16    | 162.218.48.0/24     | US | arin     | 2013-08-01 | CNSERVERS - CNSERVERS LLC, US
16276   | 167.114.67.31    | 167.114.0.0/16      | CA | arin     | 2014-08-29 | OVH , FR
NA      | 173.245.60.148   | NA                  | US | arin     | 2010-12-28 | NA
NA      | 173.245.60.158   | NA                  | US | arin     | 2010-12-28 | NA
14618   | 174.129.25.170   | 174.129.0.0/16      | US | arin     | 2008-08-08 | AMAZON-AES - Amazon.com, Inc., US
60558   | 185.28.191.20    | 185.28.191.0/24     | NL | ripencc  | 2013-06-17 | SECUREDSERVERS-EU , EU
60503   | 185.30.165.33    | 185.30.165.0/24     | DE | ripencc  | 2013-07-11 | FNXTEC , DE
60503   | 185.30.165.43    | 185.30.165.0/24     | DE | ripencc  | 2013-07-11 | FNXTEC , DE
49349   | 185.62.190.40    | 185.62.190.0/24     | NL | ripencc  | 2014-07-02 | DOTSI , PT
16276   | 192.99.154.85    | 192.99.0.0/16       | CA | arin     | 2013-06-17 | OVH , FR
53667   | 198.251.86.84    | 198.251.86.0/24     | US | arin     | 2013-02-13 | PONYNET - FranTech Solutions, US
NA      | 199.27.134.143   | NA                  | US | arin     | 2010-08-19 | NA
NA      | 199.27.134.43    | NA                  | US | arin     | 2010-08-19 | NA
3223    | 5.254.102.156    | 5.254.96.0/21       | RO | ripencc  | 2012-09-13 | VOXILITY , RO
25761   | 72.20.58.84      | 72.20.32.0/19       | US | arin     | 2004-12-15 | STAMINUS-COMM - Staminus Communications, US
15169   | 74.125.195.121   | 74.125.195.0/24     | US | arin     | 2007-03-13 | GOOGLE - Google Inc., US
21740   | 8.5.1.31         | 8.5.0.0/23          | US | arin     |            | ENOMAS1 - eNom, Incorporated, US
43350   | 85.159.237.148   | 85.159.232.0/21     | NL | ripencc  | 2009-06-12 | NFORCE , NL
16276   | 92.222.27.202    | 92.222.0.0/16       | FR | ripencc  | 2007-10-17 | OVH , FR
NA      | 98.124.198.1     | NA                  | US | arin     | 2008-06-17 | NA
26415   | 98.124.199.1     | 98.124.199.0/24     | US | arin     | 2008-06-17 | VERISIGN-INC - VeriSign Global Registry Services, US
13335   | 104.31.4.167     | 104.31.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.18.35.158    | 104.18.32.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
26496   | 173.201.192.5    | 173.201.192.0/22    | US | arin     | 2009-09-18 | AS-26496-GO-DADDY-COM-LLC - GoDaddy.com, LLC, US
13335   | 104.31.88.222    | 104.31.80.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.18.34.158    | 104.18.32.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.58.118   | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.59.216   | 173.245.59.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.31.6.158     | 104.31.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
